id,name,repo_url,additional_names,repo_identifier,description,repo_contact,types,size,start_date,ui_languages,subjects,mission_url,content_types,provider_types,keywords,institutions,institution_countries,institution_responsibilities,institution_types,policies,policy_urls,db_access_types,db_access_restrictions,db_licenses,db_license_urls,data_access,data_access_restrictions,data_licenses,data_license_urls,upload_access,upload_access_restrictions,upload_licenses,upload_license_urls,software,apis,pid_systems,cite_urls,aid_systems,quality_management,certificates,metadata_standards,metadata_urls,remarks,entry_date,last_update
r3d100013218,California Digital Library,https://cdlib.org/,CDL,"ROR:03yrm5c26,RRID:SCR_006481,RRID:nlx_156041","California Digital Library (CDL) seeks to be a catalyst for deeply collaborative solutions providing a rich, intuitive and seamless environment for publishing, sharing and preserving our scholars’ increasingly diverse outputs, as well as for acquiring and accessing information critical to the University of California’s scholarly enterprise. University of California Curation Center (UC3) is the digital curation program within CDL. The mission of UC3 is to provide transformative preservation, curation, and research data management systems, services, and initiatives that sustain and promote open scholarship.","cdl@www.cdlib.org,https://cdlib.org/contact/",institutional,,,eng,"1 Humanities and Social Sciences,2 Life Sciences,3 Natural Sciences,4 Engineering Sciences",https://cdlib.org/about/mission-vision-and-values/,"Archived data,Audiovisual data,Configuration data,Databases,Images,Networkbased data,Plain text,Raw data,Scientific and statistical data formats,Software applications,Source code,Standard office documents,Structured graphics,Structured text,other","dataProvider,serviceProvider",multidisciplinary,University of California,USA,"general,technical",non-profit,Policies and Guidelines,https://cdlib.org/about/policies-and-guidelines/,open,,,,"open,restricted",registration,other,https://cdlib.org/about/policies-and-guidelines/,restricted,"institutional membership,other",,,unknown,,"ARK,DOI",,ORCID,yes,,"DataCite Metadata Schema,Dublin Core","http://www.dcc.ac.uk/resources/metadata-standards/datacite-metadata-schema,http://www.dcc.ac.uk/resources/metadata-standards/dublin-core","includes: Calisphere, eScholarship, Merritt, Online Archive of California, Archive of the California Government Domain and End of Term Archive",2020-02-03,2020-02-16
r3d100013227,Hakai Data,https://data.hakai.org/,Hakai Institute Data Systems,,"Hakai Data stores and shares research information associated with Hakai Institute. The Hakai Institute is a scientific research institution that advances long-term research at remote locations on the coastal margin of British Columbia, Canada. Hakai Data Systems: Data Catalogue, Sensor Network, Geospatial Data, Weather Stations and Webcams, ERDDAP Data Server",data@hakai.org,institutional,165 datasets,,eng,"2 Life Sciences,202 Plant Sciences,20202 Plant Ecology and Ecosystem Analysis,203 Zoology,20303 Animal Ecology, Biodiversity and Ecosystem Research,21 Biology,3 Natural Sciences,313 Atmospheric Science and Oceanography,31302 Oceanography,314 Geology and Palaeontology,315 Geophysics and Geodesy,317 Geography,31701 Physical Geography,318 Water Research,34 Geosciences (including Geography)",https://data.hakai.org/data-provider-documentation,"Archived data,Images,Scientific and statistical data formats,Standard office documents,Structured graphics",dataProvider,"LiDAR,Oceanography,coastal watershed,deep time,nearshore habitats,ocean acidification,ocean food webs,salmon,sensor network,shellfish",Hakai Institute,CAN,general,non-profit,Hakai’s Open Science Policy,https://drive.google.com/file/d/1CSEsyy3lDUTwysoTE4SXUkRct1z4vP3w/view,open,,,,open,,CC,https://creativecommons.org/licenses/by/4.0/,,,,,"CKAN,other",http://hakaiinstitute.github.io/hakai-api/,DOI,,,unknown,,ISO 19115,http://www.dcc.ac.uk/resources/metadata-standards/iso-19115,Hakai is covered by Clarivate Data Citation Index. GitHub: https://github.com/hakaiinstitute,2020-02-06,2022-03-18
r3d100013238,Bioconductor,https://www.bioconductor.org/,Open Source Software For Bioinformatics,"FAIRsharing_doi:10.25504/FAIRsharing.81ettx,OMICS_01759,RRID:SCR_006442,RRID:nif-0000-10445","Bioconductor provides tools for the analysis and comprehension of high-throughput genomic data. Bioconductor uses the R statistical programming language, and is open source and open development. It has two releases each year, and an active user community. Bioconductor is also available as an AMI (Amazon Machine Image) and a series of Docker images.",https://support.bioconductor.org/,disciplinary,1.905 software packages; 961 annotation data packages; 392 experiment data packages;  27 workflow packages,2001,eng,"2 Life Sciences,201 Basic Biological and Medical Research,20105 General Genetics,20107 Bioinformatics and Theoretical Biology,21 Biology",https://www.bioconductor.org/about/,"Archived data,Scientific and statistical data formats,Source code,Standard office documents",dataProvider,"DNA microarray,SNP,flow,research software,sequence","National Cancer Institute,National Human Genome Research Institute Home,Roswell Park Cancer Institute","USA,USA,USA","funding,funding,general","non-profit,non-profit,non-profit",Package Submission,http://bioconductor.org/developers/package-submission/,open,,,,open,,other,https://bioconductor.org/about/,open,,,,,https://support.bioconductor.org/info/api/,,,,unknown,,Repository-Developed Metadata Schemas,http://www.dcc.ac.uk/resources/metadata-standards/repository-developed-metadata-schemas,"Mirrors: https://www.bioconductor.org/about/mirrors/
bioconductor is covered by Clarivate Data Citation Index.",2020-02-19,2021-06-15
r3d100013257,Historical Data Centre Saxony-Anhalt,https://www.geschichte.uni-halle.de/struktur/hist-data/daten/,Historisches Datenzentrum Sachsen-Anhalt,,"The Historical Data Centre Saxony-Anhalt was founded in 2008. Its main tasks are the computer-aided provision, processing and evaluation of historical research data, the development of theoretically consolidated normative data and vocabularies as well as the further development of methods in the context of digital humanities, research data management and quality assurance.
The ""Historical Data Centre Saxony-Anhalt"" sees itself as a central institution for the data service of historical data in the federal state of Saxony-Anhalt and is thus part of a nationally and internationally linked infrastructure for long-term data storage and use. The Centre primarily acquires individual-specific microdata for the analysis of life courses, employment biographies and biographies (primarily quantitative, but also qualitative data), which offer a broad interdisciplinary and international analytical framework and meet clearly defined methodological and technical requirements. The studies are processed, archived and - in compliance with data protection and copyright conditions - made available to the scientifically interested public in accordance with internationally recognized standards. The degree of preparation depends on the type and quality of the study and on demand. Reference studies and studies in high demand are comprehensively documented - often in cooperation with primary researchers or experts - and summarized in data collections. 
The Historical Data Centre supports researchers in meeting the high demands of research data management. This includes the advisory support of the entire life cycle of data, starting with data production, documentation, analysis, evaluation, publication, long-term archiving and finally the subsequent use of data. In cooperation with other infrastructure facilities of the state of Saxony-Anhalt as well as national and international, interdisciplinary data repositories, the Data Centre provides tools and infrastructures for the publication and long-term archiving of research data. Together with the University and State Library of Saxony-Anhalt, the Data Centre operates its own data repository as well as special workstations for the digitisation and analysis of data.
The Historical Data Centre aims to be a contact point for very different users of historical sources. We collect data relating to historical persons, events and historical territorial units.",hinfo@geschichte.uni-halle.de,disciplinary,,2008,"deu,eng","1 Humanities and Social Sciences,102 History,10201 Medieval History,10202 Early Modern History,10203 Modern and Current History,10204 History of Science,109 Education Sciences,11 Humanities,110 Psychology,112 Economics,11206 Economic and Social History,113 Jurisprudence,11304 Criminal Law and Law of Criminal Procedure,12 Social and Behavioural Sciences,3 Natural Sciences,317 Geography,31702 Human Geography,34 Geosciences (including Geography)",https://www.geschichte.uni-halle.de/struktur/hist-data/datenmanagement/,"Audiovisual data,Images,Raw data,Scientific and statistical data formats,Standard office documents,Structured text",dataProvider,"BOLSA,biographies,controlled vocabularies,crime History,genealogy,geodata,historical maps,interviews,local chronicles,occupational classification,oral history,serial sources,shape files,transcriptions","Martin-Luther-Universität Halle-Wittenberg, Institut für Geschichte",DEU,general,non-profit,"Leitlinien Open Access Repositorium Sachsen-Anhalt,Workflow Datenmanagement","https://opendata.uni-halle.de/Leitlinien.pdf,https://www.geschichte.uni-halle.de/struktur/hist-data/datenmanagement/",open,,,,"open,restricted",other,"CC,Copyrights","https://creativecommons.org/,https://www.copyright.com/",restricted,institutional membership,,,,,DOI,,,yes,,Dublin Core,http://www.dcc.ac.uk/resources/metadata-standards/dublin-core,Data access in part via : Share_it https://www.re3data.org/repository/r3d100013014 ;  additional research data on the website,2020-03-06,2020-03-14
r3d100013271,data.sciencespo,https://data.sciencespo.fr,,,"Launched in February 2020, data.sciencespo is a repository that offers visibility, sharing and preservation of data collected, curated and processed at Sciences Po. The repository is based on the Dataverse open-source software and organised into collections:
CDSP Collection 
This collection managed by the Centre des données socio-politiques (CDSP) includes the catalogue of surveys, in the social science and humanities, processed and curated by CDSP engineers since 2005. This catalogue brings together surveys produced at Sciences Po and other French and international institutions. 
- Sciences Po collection (self-deposit)
This collection, which is managed by the Direction des ressources et de l'information scientifique (DRIS), is intended to host data produced by researchers affiliated with Sciences Po, following the self-deposit process assisted by the Library's staff.",genevieve.michaud@sciencespo.fr,"disciplinary,institutional",404 datasets,2020-02-02,"eng,fra","1 Humanities and Social Sciences,1 Humanities and Social Sciences,111 Social Sciences,112 Economics,113 Jurisprudence,12 Social and Behavioural Sciences",,"Archived data,Databases,Networkbased data,Scientific and statistical data formats,Structured text",dataProvider,"business,economics,law,political science,sociology",Sciences Po,FRA,"funding,technical",non-profit,Legal Notice,https://data.sciencespo.fr/misc/cond_jur/ToU.pdf,open,,,,"embargoed,open,restricted","institutional membership,registration",CC,https://creativecommons.org,restricted,registration,Deposit Agreement,https://data.sciencespo.fr/misc/cond_jur/ToU.pdf,DataVerse,,DOI,https://dataverse.org/best-practices/academic-credit,,yes,,"DDI - Data Documentation Initiative,Dublin Core","http://www.dcc.ac.uk/resources/metadata-standards/ddi-data-documentation-initiative,http://www.dcc.ac.uk/resources/metadata-standards/dublin-core",,2020-03-25,2022-05-03
r3d100013293,Cellosaurus,https://web.expasy.org/cellosaurus/,The Cellosaurus On ExPASy,"FAIRsharing_doi:10.25504/FAIRsharing.hkk309,RRID:SCR_013869","The Cellosaurus is a knowledge resource on cell lines. It attempts to describe all cell lines used in biomedical research. Its scope includes: Immortalized cell lines, Naturally immortal cell lines (example: stem cell lines), Finite life cell lines when those are distributed and used widely, Vertebrate cell line with an emphasis on human, mouse and rat cell lines, Invertebrate (insects and ticks) cell lines. Its scope does not include: Primary cell lines (with the exception of the finite life cell lines described above), Plant cell lines.  Cellosaurus was initiated to be used as a cell line controlled vocabulary in the context of the neXtProt knowledgebase, but it quickly become apparent that there was a need for a cell line knowledge resource that would serve the needs of individual researchers, cell line distributors and bioinformatic resources. This leads to an increase of the scope and depth of the content of the Cellosaurus. The Cellosaurus is a participant of the Resource Identification Initiative and contributes actively to the work of the International Cell Line Authentication Committee (ICLAC).","cellosaurus@sib.swiss,https://web.expasy.org/contact",disciplinary,123.199 cell lines: 92.668 human; 20.991 mouse; 2.150 rat,,eng,"2 Life Sciences,201 Basic Biological and Medical Research,20103 Cell Biology,21 Biology",https://web.expasy.org/cellosaurus/description.html,"Plain text,Structured text",dataProvider,"COVID-19,Insect cell lines,STR,adeno-associated virus packaging cell lines,adenovirus packaging cell lines,amphibian cell lines,bat cell lines,bird cell lines,cancer stem cell lines,cell line,cetacean cell lines,clinical grade hESC cell lines,crustacean cell lines,endangered species/breed cell lines,fish cell lines,haploid karyotype cell lines,human/rodent somatic cell hybrids,hybridoma fusion partner cell lines,marsupial cell lines,mollusk cell lines,nematode cell lines,non-human primate cell lines,recombinant protein production insect cell lines,reptilian cell lines,retrovirus packaging cell lines,serum/protein free medium cell lines,short tandem repeat,space-flown cell line (cellonaut)s,tick cell lines,triple negative breast cancer (TNBC) cell lines,vaccine production cell lines","Swiss Institute of Bioinformatics, Computer and Laboratory Investigation of Proteins of Human Origin Group",CHE,general,non-profit,,,open,,,,open,,CC,http://creativecommons.org/,restricted,other,,,,ftp://ftp.expasy.org/databases/cellosaurus,other,https://web.expasy.org/cgi-bin/cellosaurus/faq#Q01,,unknown,,,,GitHub: https://github.com/calipho-sib/cellosaurus,2020-04-23,2021-09-09
r3d100013294,Chinese Clinical Trial Register,https://www.chictr.org.cn/enIndex.aspx,ChiCTR,biodbcore-001438,"The mission of ChiCTR is to “unite clinicians, clinical epidemiologists, biostatisticians, epidemiologists and healthcare managers both at home and abroad, to manage clinical trials in a strict and scientific manner, and to promote their quality in China, so as to provide reliable evidence from clinical trials for health care workers, consumers and medical policy decision makers, and also to use medical resources more effectively to provide better service for Chinese people and all human beings.",chictr@scu.edu.cn,disciplinary,51.143 trials,2005-10,"eng,zho","2 Life Sciences,205 Medicine,20501 Epidemiology, Medical Biometry, Medical Informatics,22 Medicine",https://www.chictr.org.cn/abouten.aspx,"Structured text,other",dataProvider,"COVID-19,IPD,Individual participant data,clinical trial","Chinese Clinical Trial Registry,West China Hospital of Sichuan University","CHN,CHN","general,funding","non-profit,non-profit","Declaration of Helsinki,Policy of the ChiCTR","https://www.chictr.org.cn/uploads/documents/201610/df3df4b49abd489e9eabf5d02e2bad45.pdf,https://www.chictr.org.cn/enindex.aspx",open,,,,"embargoed,restricted",other,Copyrights,http://www.chictr.org.cn/enindex.aspx,restricted,registration,Registration Guidence,https://www.chictr.org.cn/registryen.aspx,,,,https://www.chictr.org.cn/questionen.aspx,,yes,,,,,2020-04-23,2021-10-05
r3d100013295,Complex Portal,https://www.ebi.ac.uk/complexportal/,CP,FAIRsharing_doi:10.25504/FAIRsharing.wP3t2,"The Complex Portal is a manually curated, encyclopaedic resource of macromolecular complexes from a number of key model organisms, entered into the IntAct molecular interaction database (https://www.ebi.ac.uk/intact/). Data includes protein-only complexes as well as protein-small molecule and protein-nucleic acid complexes. All complexes are derived from physical molecular interaction evidences extracted from the literature and cross-referenced in the entry, or by curator inference from information on homologs in closely related species or by inference from scientific background. All complexes are tagged with Evidence and Conclusion Ontology codes to indicate the type of evidence available for each entry.",complexportal@ebi.ac.uk,disciplinary,,,eng,"2 Life Sciences,201 Basic Biological and Medical Research,20101 Biochemistry,21 Biology,3 Natural Sciences,301 Molecular Chemistry,31 Chemistry",https://www.ebi.ac.uk/complexportal/about,"Structured graphics,Structured text",dataProvider,"COVID-19,FAIR",European Bioinformatics Institute,GBR,general,non-profit,Complex Portal - Quick tour,http://10.6019/TOL.ComPor-qt.2015.00001.1,open,,"Apache License 2.0,CC","https://www.apache.org/licenses/LICENSE-2.0,https://creativecommons.org/",open,,"Apache License 2.0,CC","https://www.apache.org/licenses/LICENSE-2.0,https://creativecommons.org/licenses/by/4.0/",restricted,other,,,,"ftp://ftp.ebi.ac.uk/pub/databases/intact/complex/,https://www.ebi.ac.uk/intact/complex-ws/",other,,,yes,,,,GitHub: https://github.com/Complex-Portal,2020-04-23,2021-09-09
r3d100013316,WikiPathways,http://wikipathways.org,,"FAIRsharing_doi:10.25504/FAIRsharing.1x53qk,RRID:SCR_002134,RRID:nif-0000-20925","WikiPathways was established to facilitate the contribution and maintenance of pathway information by the biology community. WikiPathways is an open, collaborative platform dedicated to the curation of biological pathways. WikiPathways thus presents a new model for pathway databases that enhances and complements ongoing efforts, such as KEGG, Reactome and Pathway Commons. Building on the same MediaWiki software that powers Wikipedia, we added a custom graphical pathway editing tool and integrated databases covering major gene, protein, and small-molecule systems. The familiar web-based format of WikiPathways greatly reduces the barrier to participate in pathway curation. More importantly, the open, public approach of WikiPathways allows for broader participation by the entire community, ranging from students to senior experts in each field. This approach also shifts the bulk of peer review, editorial curation, and maintenance to the community.",https://www.wikipathways.org/index.php/Contact_Us,disciplinary,2.874 pathways,2008,eng,"2 Life Sciences,201 Basic Biological and Medical Research,20101 Biochemistry,20107 Bioinformatics and Theoretical Biology,21 Biology",https://www.wikipathways.org/index.php/WikiPathways:About,"Archived data,Images,Plain text,Structured graphics,Structured text",dataProvider,"COVID-19,FAIR,biological pathway,biological process,metabolomics","European Commission, Research & Innovation, Seventh Framework Programm - FP7,Maastricht University,National Institute of General Medical Sciences,Netherlands Bioinformatics Centre,NuGO,Open PHACTS Foundation,Transnational University Limburg,WikiPathways Project","EEC,NLD,USA,NLD,NLD,GBR,BEL,AAA","funding,funding,funding,funding,funding,funding,funding,general","non-profit,non-profit,non-profit,non-profit,non-profit,non-profit,non-profit,non-profit",Terms of Use,https://www.wikipathways.org/index.php/WikiPathways:License_Terms,open,,,,open,,CC0,https://creativecommons.org/publicdomain/zero/1.0/,restricted,registration,,,other,"https://www.wikipathways.org/index.php/Help:WikiPathways_Webservice/API,http://sparql.wikipathways.org/sparql",,https://www.wikipathways.org/index.php/How_to_cite_WikiPathways,,yes,,,,"Pathways are encoded in GPML format and created with PathVisio. Genes, proteins and metabolites are linked to other databases with the BridgeDb web service.",2020-04-24,2021-09-09
r3d100013333,BIRD,https://bird.unit.no/,"lagre og dele forskningsdata,store and share research data",,"BIRD is a digital service that collects, preserves, and distributes digital material. Repositories are important tools for preserving an organization's legacy; they facilitate digital preservation and scholarly communication.",birdsupport@unit.no,"institutional,other",52 public resources,,"eng,nor","1 Humanities and Social Sciences,2 Life Sciences,3 Natural Sciences,4 Engineering Sciences",https://bird.unit.no/about/bird,"Archived data,Audiovisual data,Images,Plain text,Raw data,Scientific and statistical data formats,Source code,Standard office documents","dataProvider,serviceProvider",multidisciplinary,"BI Norwegian Business School,Norwegian Directorate​ for ICT and Joint Services ​in Higher Education and Research​​,Norwegian Institute of Bioeconomy Research,Norwegian University of Science and Technology,Norwegian Veterinary Institute","NOR,NOR,NOR,NOR,NOR","general,general,technical,general,general,general","non-profit,non-profit,non-profit,non-profit,non-profit","Privacy statement for Bird: The service in brief,Versioning ; Landing page","https://www.unit.no/sites/default/files/media/filer/2019/08/Personvernerkl%C3%A6ring-Bird_en.pdf,https://bird.unit.no/information/faq",open,,,,"open,restricted",institutional membership,CC,https://creativecommons.org/,restricted,institutional membership,,,,https://hdl.handle.net/11250/2607898,"DOI,hdl",,,yes,,,,,2020-05-07,2021-08-24
r3d100013344,Peek,https://peek.rra.museum.kyoto-u.ac.jp/app/?ln=en,"KUDAS,Kyoto University Digital Archive System,京都大学デジタルアーカイブシステム",,"“Peek” is a digital archive system to provide access to digitized data of Research Resource Archive, Kyoto University (KURRA).  It includes various materials that were made within educational and research activities in Kyoto University.  A central feature of KURRA is that it treats materials other than books and specimens: photographs, films, recordings, field books, records of research meetings, lecture notes, and manuscripts, from primary sources.","https://www.rra.museum.kyoto-u.ac.jp/en/contact/,kurra-info@inet.museum.kyoto-u.ac.jp",institutional,,2011-03-15,"eng,jpn","1 Humanities and Social Sciences,2 Life Sciences,3 Natural Sciences,4 Engineering Sciences",https://peek.rra.museum.kyoto-u.ac.jp/app/sup/about.html?ln=en,"Audiovisual data,Images,Scientific and statistical data formats,Standard office documents,other",dataProvider,"manuscripts,multidisciplinary,non-current records,research material","Kyoto University, Research Resource Archive,The Kyoto University Museum","JPN,JPN","general,general","non-profit,non-profit",Terms of Use,https://peek.rra.museum.kyoto-u.ac.jp/app/sup/terms.html?ln=en,open,,,,"open,restricted","feeRequired,institutional membership,other,registration",Copyrights,https://peek.rra.museum.kyoto-u.ac.jp/app/sup/terms.html?ln=en,restricted,institutional membership,,,other,,ARK,https://peek.rra.museum.kyoto-u.ac.jp/app/sup/terms.html?ln=en,,yes,,Dublin Core,http://www.dcc.ac.uk/resources/metadata-standards/dublin-core,,2020-05-29,2021-06-15
r3d100013365,IAGOS Data Centre,http://www.iagos-data.fr/,"IAGOS Data Center,IAGOS Data Portal,In-service Aircraft for a Global Observing System",,"IAGOS aims to provide long-term, regular and spatially resolved in situ observations of the atmospheric composition. The observation systems are deployed on a fleet of 10 to 15 commercial aircraft measuring atmospheric chemistry concentrations and meteorological fields.
The IAGOS Data Centre manages and gives access to all the data produced within the project.",damien.boulanger@obs-mip.fr,disciplinary,4 data products based on data acquired during 62.000 flights,1994-08-01,eng,"3 Natural Sciences,313 Atmospheric Science and Oceanography,31301 Atmospheric Science,34 Geosciences (including Geography)",https://www.iagos.org/,"Archived data,Databases,Scientific and statistical data formats,Structured text","dataProvider,serviceProvider","FAIR,aerosols,aircraft,carbon monoxide,climate change,clouds,greenhouse gases,ozone,reactive gases,water vapour","Forschungszentrum Jülich,French National Centre for Scientific Research,IAGOS-AISBL,Max Planck Institute for Biogeochemistry,University of Manchester","DEU,FRA,BEL,DEU,GBR","general,funding,general,technical,technical","non-profit,non-profit,non-profit,non-profit,non-profit",,,open,,,,restricted,"institutional membership,registration",other,http://www.iagos-data.fr/#CMSConsultPlace:DATA_POLICY,restricted,institutional membership,,,other,,"DOI,hdl",https://www.datacite.org/services/cite-your-data.html,ORCID,yes,,"DataCite Metadata Schema,ISO 19115","http://www.dcc.ac.uk/resources/metadata-standards/datacite-metadata-schema,http://www.dcc.ac.uk/resources/metadata-standards/iso-19115","Related Projects: https://www.iagos.org/related-projects/
The IAGOS Data Base also contains the data from IAGOS and from the precursor projects MOZAIC and CARIBIC (http://www.caribic-atmospheric.com/)
In order to be a trustworthy data repository, the IAGOS Data Center aims at achieving the CoreTrustSeal certification by 2021",2020-06-29,2020-08-20
r3d100013366,Most Wiedzy Open Research Data Catalog,https://mostwiedzy.pl/en/open-research-data/,Most Wiedzy Katalog Danych Badawczych,,"The nature of the ‘Bridge of Data’ project is to design and build a platform that allows collecting, searching, analyzing and sharing open research data and to provide it with unique data collected from the three most important Pomeranian universities: Gdańsk University of Technology, Medical University of Gdańsk and the University of Gdańsk. These data will be made available free of charge to the scientific community, entrepreneurs and the public. A bridge will be built to allow reuse of Open Research Data.

The available research data will be described by standards developed by dedicated, experienced scientific teams. The metadata will allow other external computer systems to interpret the collected data. ORD descriptions will also include data reuse or reduction scenarios to facilitate further processing.","https://pg.edu.pl/most/bridge-of-data/contact,open-data@pg.edu.pl",institutional,,2020-01-01,"eng,pol","1 Humanities and Social Sciences,2 Life Sciences,3 Natural Sciences,4 Engineering Sciences",https://pg.edu.pl/most/bridge-of-data/the-nature-of-the-project,"Audiovisual data,Databases,Images,Plain text,Raw data,Scientific and statistical data formats,other",dataProvider,multidisciplinary,"Gdansk University of Technology,Medical University of Gdansk,Ministry of Digital Affairs, Digital Poland Project Centre,University of Gdansk","POL,POL,POL,POL","general,general,funding,general,technical","non-profit,non-profit,non-profit,non-profit",Terms and conditions,https://mostwiedzy.pl/en/regulamin,open,,,,"open,restricted",registration,CC,https://mostwiedzy.pl/en/regulamin,restricted,institutional membership,,,,https://mostwiedzy.pl/en/rest-api,DOI,,ORCID,yes,,DataCite Metadata Schema,http://www.dcc.ac.uk/resources/metadata-standards/datacite-metadata-schema,,2020-07-01,2020-08-20
r3d100013386,ACEnano,https://acenano.douglasconnect.com/,"ACEnano Knowledge Infrastructure,Analytical and Characterisation Excellence in nanomaterial risk assessment",,"The ACEnano Knowledge Infrastructure facilitates access and sharing of methodology applied in nanosafety, starting with nanomaterials characterisation protocols developed or optimised within the ACEnano project.","acenano@douglasconnect.com,https://acenano.douglasconnect.com/contact/",disciplinary,,2019-09-16,eng,"4 Engineering Sciences,406 Materials Science,43 Materials Science and Engineering",https://acenano.douglasconnect.com/about/,"Audiovisual data,Images,Standard office documents",dataProvider,"FAIR,physicochemical data","ACEnano Project,Edelweiss Connect,European Union, Horizon 2020","EEC,CHE,EEC","general,technical,funding","non-profit,commercial,non-profit",Terms of use,https://acenano.douglasconnect.com/terms-of-use/,restricted,registration,,,restricted,"other,registration","CC,other","https://creativecommons.org/licenses/by/4.0/,https://acenano.douglasconnect.com/privacy-policy/",restricted,registration,,,other,https://pypi.org/project/edelweiss-data/,,,,yes,,,,,2020-08-06,2020-08-20
r3d100013391,The University of Pittsburgh English Language Institute Corpus,https://github.com/ELI-Data-Mining-Group/PELIC-dataset,PELIC,,"The University of Pittsburgh English Language Institute Corpus (PELIC) is a 4.2-million-word learner corpus of written texts. These texts were collected in an English for Academic Purposes (EAP) context over seven years in the University of Pittsburgh’s Intensive English Program, and were produced by over 1100 students with a wide range of linguistic backgrounds and proficiency levels. PELIC is longitudinal, offering greater opportunities for tracking development in a natural classroom setting.",bnaismith@pitt.edu,other,4.2 million words,2020-08-17,eng,"1 Humanities and Social Sciences,104 Linguistics,10401 General and Applied Linguistics,11 Humanities",,"Archived data,Images,Source code,Standard office documents",dataProvider,"English for Academic Purposes,TESOL,learner corpus,second language acquisition","GitHub, Inc.,National Science Foundation,University of Pittsburgh, English Language Institute","USA,USA,USA","technical,funding,general","non-profit,non-profit,non-profit",,,open,,CC,https://creativecommons.org/licenses/by-nc-nd/4.0/,open,,CC,https://creativecommons.org/licenses/by-nc-nd/4.0/,restricted,other,,,other,,,https://github.com/ELI-Data-Mining-Group/PELIC-dataset,,unknown,,,,A small subset of these files which are annotated in CHAT/CLAN and a list of published research is available at Talkbank.org. https://slabank.talkbank.org/access/English/Vercellotti.html,2020-08-20,2020-09-15
r3d100013392,Geoscientific Data & Discovery Publishing Center,http://geodb.cgs.gov.cn/en,"GDD,地质科学数据出版中心",,"Geoscientific Data & Discovery Publishing Center (GDD) is based on the geological scientific data generated globally, establishing policies and systems for the scientific data publishing, absorbing the concepts and methods of international open data, and joint Digital Object Unique Identifier-DOI registration agencies to provide standard data reference formats and permanent access address for data references, doing publishing through the Internet platform, which combines innovation and advance.
GDD mainly includes data descriptor and entity data publishing. The data papers describe entity data and corresponding metadata information. The entity data includes common shared data such as geographic information, geologic maps, and databases, and also includes multiple data types, such as documents, archive records, data forms and other multimedia formed during geological work, various data-centric applications, database interface services, and typical data services.",geodb@mail.cgs.gov.cn,disciplinary,58 data paper,,"eng,zho","3 Natural Sciences,314 Geology and Palaeontology,315 Geophysics and Geodesy,31501 Geophysics,31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy,316 Geochemistry, Mineralogy and Crystallography,34 Geosciences (including Geography),4 Engineering Sciences",http://geodb.cgs.gov.cn/en/page/about_us,"Archived data,Databases,Images,Scientific and statistical data formats,Standard office documents,Structured text",dataProvider,"FAIR,bridge,environment engineering,geological disaster map,hydrology,mineral deposit,railway,solid and surface Earth Sciences,tunnel",National Geological Archives of China,CHN,general,non-profit,"Aims and Scope,CoreTrustSeal assessment,Sharing policy,User Agreement of the Digital Geological Archives of the National Geological Archives of China","http://geodb.ngac.org.cn/en/page/sharing_policy/aims_scope,https://www.coretrustseal.org/wp-content/uploads/2020/08/Geoscientific-Data-Discovery-Publishing-Center.pdf,http://geodb.ngac.org.cn/en/page/sharing_policy/data_preserve,http://www.ngac.org.cn/UserCenter/User%20Agreement%20of%20the%20Digital%20Geological%20Archives%20of%20the%20National%20Geological%20Archives%20of%20China.pdf",open,,,,restricted,registration,other,http://geodb.ngac.org.cn/en/page/sharing_policy/sharing_policy,restricted,other,Submission guidelines,http://www.manuscripts.com.cn/dzkxsjzj,,,DOI,,,yes,other,ISO 19115,http://www.dcc.ac.uk/resources/metadata-standards/iso-19115,Geoscientific Data & Discovery Publishing Center is covered by Clarivate Data Citation Index,2020-08-25,2020-09-15
